Category,Level1,Level2,Level3,Level4,Level5,Federal,,GovXFer,State,Local,Total
#NAME?,Protection,Police services,Federal law enforcement activities (751),Federal law enforcement activities (751),Federal law enforcement activities (751),9.848,b,,,,9.848
#NAME?,Protection,Police services,Federal law enforcement activities (751),Federal law enforcement activities (751),Federal law enforcement activities (751),1.462,b,,,,1.462
#NAME?,Protection,Police services,Federal law enforcement activities (751),Federal law enforcement activities (751),Federal law enforcement activities (751),0.309,b,,,,0.309
#NAME?,Protection,Police services,Federal law enforcement activities (751),Federal law enforcement activities (751),Federal law enforcement activities (751),0.383,b,,,,0.383
#NAME?,Protection,Police services,Federal law enforcement activities (751),Federal law enforcement activities (751),Federal law enforcement activities (751),0.402,b,,,,0.402
#NAME?,Protection,Police services,Federal law enforcement activities (751),Federal law enforcement activities (751),Federal law enforcement activities (751),0.607,b,,,,0.607
#NAME?,Protection,Police services,Federal law enforcement activities (751),Federal law enforcement activities (751),Federal law enforcement activities (751),0.055,b,,,,0.055
#NAME?,Protection,Police services,Federal law enforcement activities (751),Federal law enforcement activities (751),Federal law enforcement activities (751),0.255,b,,,,0.255
#NAME?,Protection,Police services,Federal law enforcement activities (751),Federal law enforcement activities (751),Federal law enforcement activities (751),0.785,b,,,,0.785
#NAME?,Protection,Police services,Federal law enforcement activities (751),Federal law enforcement activities (751),Federal law enforcement activities (751),0.291,b,,,,0.291
#NAME?,Protection,Police services,Federal law enforcement activities (751),Federal law enforcement activities (751),Federal law enforcement activities (751),0.073,b,,,,0.073
#NAME?,Protection,Police services,Federal law enforcement activities (751),Federal law enforcement activities (751),Federal law enforcement activities (751),0.074,b,,,,0.074
#NAME?,Protection,Police services,Federal law enforcement activities (751),Federal law enforcement activities (751),Federal law enforcement activities (751),0.342,b,,,,0.342
#NAME?,Protection,Police services,Current Operations  Police Protection (E62),Current Operations  Police Protection (E62),Current Operations  Police Protection (E62),0,g,0,12.9,86.8,99.7
#NAME?,Protection,Police services,Construction  Police Protection (F62),Construction  Police Protection (F62),Construction  Police Protection (F62),0,g,0,0.2,1.5,1.6
#NAME?,Protection,Police services,Other Capital Outlay  Police Protection (G62),Other Capital Outlay  Police Protection (G62),Other Capital Outlay  Police Protection (G62),0,g,0,0.7,2.4,3.2
#NAME?,Protection,Fireprotection services,Current Operations  Local Fire Protection (E24),Current Operations  Local Fire Protection (E24),Current Operations  Local Fire Protection (E24),0,g,0,0,40.1,40.1
#NAME?,Protection,Fireprotection services,Construction  Local Fire Protection (F24),Construction  Local Fire Protection (F24),Construction  Local Fire Protection (F24),0,g,0,0,1.3,1.3
#NAME?,Protection,Fireprotection services,Other Capital Outlay  Local Fire Protection (G24),Other Capital Outlay  Local Fire Protection (G24),Other Capital Outlay  Local Fire Protection (G24),0,g,0,0,1.8,1.8
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),-0.267,b,,,,-0.267
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),1.418,b,,,,1.418
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),0.988,b,,,,0.988
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),0.323,b,,,,0.323
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),2.077,b,,,,2.077
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),1.454,b,,,,1.454
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),-0.676,b,,,,-0.676
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),0.566,b,,,,0.566
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),3.633,b,,,,3.633
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),0.226,b,,,,0.226
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),0.053,b,,,,0.053
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),-0.165,b,,,,-0.165
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),-0.3,b,,,,-0.3
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),-0.095,b,,,,-0.095
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),0.44,b,,,,0.44
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),0.6,b,,,,0.6
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),4.802,b,,,,4.802
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),0.338,b,,,,0.338
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),1.063,b,,,,1.063
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),0.055,b,,,,0.055
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),0.51,b,,,,0.51
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),0.085,b,,,,0.085
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),0.125,b,,,,0.125
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),0.075,b,,,,0.075
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),0.398,b,,,,0.398
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),Federal litigative and judicial activities (752),0.216,b,,,,0.216
#NAME?,Protection,Law courts,Criminal justice assistance (754),Criminal justice assistance (754),Criminal justice assistance (754),0.134,b,,,,0.134
#NAME?,Protection,Law courts,Criminal justice assistance (754),Criminal justice assistance (754),Criminal justice assistance (754),0.1,b,,,,0.1
#NAME?,Protection,Law courts,Criminal justice assistance (754),Criminal justice assistance (754),Criminal justice assistance (754),0.065,b,,,,0.065
#NAME?,Protection,Law courts,Criminal justice assistance (754),Criminal justice assistance (754),Criminal justice assistance (754),1.589,b,,,,1.589
#NAME?,Protection,Law courts,Criminal justice assistance (754),Criminal justice assistance (754),Criminal justice assistance (754),0.341,b,,,,0.341
#NAME?,Protection,Law courts,Criminal justice assistance (754),Criminal justice assistance (754),Criminal justice assistance (754),0.518,b,,,,0.518
#NAME?,Protection,Law courts,Criminal justice assistance (754),Criminal justice assistance (754),Criminal justice assistance (754),0.533,b,,,,0.533
#NAME?,Protection,Law courts,Criminal justice assistance (754),Criminal justice assistance (754),Criminal justice assistance (754),1.597,b,,,,1.597
#NAME?,Protection,Law courts,Criminal justice assistance (754),Criminal justice assistance (754),Criminal justice assistance (754),-4.955,b,,,,-4.955
#NAME?,Protection,Law courts,Criminal justice assistance (754),Criminal justice assistance (754),Criminal justice assistance (754),1.095,b,,,,1.095
#NAME?,Protection,Law courts,Criminal justice assistance (754),Criminal justice assistance (754),Criminal justice assistance (754),5.002,b,,,,5.002
---September 11th Victim Compensation (general Fund),Protection,Law courts,Criminal justice assistance (754),Criminal justice assistance (754),Criminal justice assistance (754),0.322,b,,,,0.322
#NAME?,Protection,Law courts,Criminal justice assistance (754),Criminal justice assistance (754),Criminal justice assistance (754),0.238,b,,,,0.238
#NAME?,Protection,Law courts,Current Operations  Judicial and Legal Services (E25),Current Operations  Judicial and Legal Services (E25),Current Operations  Judicial and Legal Services (E25),0,g,0,21.3,22.4,43.7
#NAME?,Protection,Law courts,Construction  Judicial and Legal Services (F25),Construction  Judicial and Legal Services (F25),Construction  Judicial and Legal Services (F25),0,g,0,0.2,0.3,0.5
#NAME?,Protection,Law courts,Other Capital Outlay  Judicial and Legal Services (G25),Other Capital Outlay  Judicial and Legal Services (G25),Other Capital Outlay  Judicial and Legal Services (G25),0,g,0,0.2,0.3,0.5
#NAME?,Protection,Prisons,Federal correctional activities (753),Federal correctional activities (753),Federal correctional activities (753),0.135,b,,,,0.135
#NAME?,Protection,Prisons,Federal correctional activities (753),Federal correctional activities (753),Federal correctional activities (753),6.794,b,,,,6.794
#NAME?,Protection,Prisons,Federal correctional activities (753),Federal correctional activities (753),Federal correctional activities (753),0.237,b,,,,0.237
#NAME?,Protection,Prisons,Current Operations  Correctional Institutions (E04),Current Operations  Correctional Institutions (E04),Current Operations  Correctional Institutions (E04),0,g,0,35.5,19.5,55
#NAME?,Protection,Prisons,Current Operations  Corrections  Other (E05),Current Operations  Corrections  Other (E05),Current Operations  Corrections  Other (E05),0,g,0,8.3,4.6,12.9
#NAME?,Protection,Prisons,Construction  Correctional Institutions (F04),Construction  Correctional Institutions (F04),Construction  Correctional Institutions (F04),0,g,0,1.7,1.5,3.1
#NAME?,Protection,Prisons,Construction  Corrections  Other (F05),Construction  Corrections  Other (F05),Construction  Corrections  Other (F05),0,g,0,0,0.1,0.1
#NAME?,Protection,Prisons,Other Capital Outlay  Correctional Institutions (G04),Other Capital Outlay  Correctional Institutions (G04),Other Capital Outlay  Correctional Institutions (G04),0,g,0,0.3,0.5,0.8
#NAME?,Protection,Prisons,Other Capital Outlay  Corrections  Other (G05),Other Capital Outlay  Corrections  Other (G05),Other Capital Outlay  Corrections  Other (G05),0,g,0,0.1,0.1,0.1
-R&D Public order and safety,Protection,R&D Public order and safety,,,,0,,0,0,0,0
#NAME?,Protection,Public order and safety n.e.c.,"Current Operations  Protective Inspection and Regulation, NEC (E66)","Current Operations  Protective Inspection and Regulation, NEC (E66)","Current Operations  Protective Inspection and Regulation, NEC (E66)",0,g,0,9.4,5.2,14.6
#NAME?,Protection,Public order and safety n.e.c.,"Construction  Protective Inspection and Regulation, NEC (F66)","Construction  Protective Inspection and Regulation, NEC (F66)","Construction  Protective Inspection and Regulation, NEC (F66)",0,g,0,0,0.5,0.5
#NAME?,Protection,Public order and safety n.e.c.,"Other Capital Outlay  Protective Inspection and Regulation, NEC (G66)","Other Capital Outlay  Protective Inspection and Regulation, NEC (G66)","Other Capital Outlay  Protective Inspection and Regulation, NEC (G66)",0,g,0,0.1,0.1,0.2
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.059,b,,,,0.059
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),16.82,b,,,,16.82
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),-0.055,b,,,,-0.055
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),-12,b,,,,-12
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),-18.486,b,,,,-18.486
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),-8,b,,,,-8
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.937,b,,,,0.937
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),1.586,b,,,,1.586
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),38.486,b,,,,38.486
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.151,b,,,,0.151
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.051,b,,,,0.051
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),41.115,b,,,,41.115
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.303,b,,,,0.303
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.086,b,,,,0.086
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.091,b,,,,0.091
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.334,b,,,,0.334
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.249,b,,,,0.249
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.249,b,,,,0.249
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.634,b,,,,0.634
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.148,b,,,,0.148
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),1.423,b,,,,1.423
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.337,b,,,,0.337
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.136,b,,,,0.136
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),1.089,b,,,,1.089
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.864,b,,,,0.864
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.088,b,,,,0.088
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.25,b,,,,0.25
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.116,b,,,,0.116
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),1.895,b,,,,1.895
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.062,b,,,,0.062
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),8.457,b,,,,8.457
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.117,b,,,,0.117
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.245,b,,,,0.245
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.481,b,,,,0.481
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.42,b,,,,0.42
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.312,b,,,,0.312
#NAME?,Transportation,Transport,Ground transportation (401),Ground transportation (401),Ground transportation (401),0.126,b,,,,0.126
#NAME?,Transportation,Transport,Air transportation (402),Air transportation (402),Air transportation (402),1.46,b,,,,1.46
#NAME?,Transportation,Transport,Air transportation (402),Air transportation (402),Air transportation (402),3.292,b,,,,3.292
#NAME?,Transportation,Transport,Air transportation (402),Air transportation (402),Air transportation (402),-0.194,b,,,,-0.194
#NAME?,Transportation,Transport,Air transportation (402),Air transportation (402),Air transportation (402),6.721,b,,,,6.721
#NAME?,Transportation,Transport,Air transportation (402),Air transportation (402),Air transportation (402),3.456,b,,,,3.456
#NAME?,Transportation,Transport,Air transportation (402),Air transportation (402),Air transportation (402),0.142,b,,,,0.142
#NAME?,Transportation,Transport,Air transportation (402),Air transportation (402),Air transportation (402),2.917,b,,,,2.917
#NAME?,Transportation,Transport,Air transportation (402),Air transportation (402),Air transportation (402),0.189,b,,,,0.189
#NAME?,Transportation,Transport,Air transportation (402),Air transportation (402),Air transportation (402),0.08,b,,,,0.08
#NAME?,Transportation,Transport,Air transportation (402),Air transportation (402),Air transportation (402),0.126,b,,,,0.126
#NAME?,Transportation,Transport,Air transportation (402),Air transportation (402),Air transportation (402),-0.25,b,,,,-0.25
#NAME?,Transportation,Transport,Air transportation (402),Air transportation (402),Air transportation (402),-0.2,b,,,,-0.2
#NAME?,Transportation,Transport,Air transportation (402),Air transportation (402),Air transportation (402),0.929,b,,,,0.929
#NAME?,Transportation,Transport,Air transportation (402),Air transportation (402),Air transportation (402),2.916,b,,,,2.916
#NAME?,Transportation,Transport,Air transportation (402),Air transportation (402),Air transportation (402),0.246,b,,,,0.246
#NAME?,Transportation,Transport,Air transportation (402),Air transportation (402),Air transportation (402),0.986,b,,,,0.986
#NAME?,Transportation,Transport,Air transportation (402),Air transportation (402),Air transportation (402),0.182,b,,,,0.182
#NAME?,Transportation,Transport,Air transportation (402),Air transportation (402),Air transportation (402),0.506,b,,,,0.506
#NAME?,Transportation,Transport,Water transportation (403),Water transportation (403),Water transportation (403),0.201,b,,,,0.201
#NAME?,Transportation,Transport,Water transportation (403),Water transportation (403),Water transportation (403),0.15,b,,,,0.15
#NAME?,Transportation,Transport,Water transportation (403),Water transportation (403),Water transportation (403),1.424,b,,,,1.424
#NAME?,Transportation,Transport,Water transportation (403),Water transportation (403),Water transportation (403),6.406,b,,,,6.406
#NAME?,Transportation,Transport,Water transportation (403),Water transportation (403),Water transportation (403),0.133,b,,,,0.133
#NAME?,Transportation,Transport,Water transportation (403),Water transportation (403),Water transportation (403),1.992,b,,,,1.992
#NAME?,Transportation,Transport,Water transportation (403),Water transportation (403),Water transportation (403),0.17,b,,,,0.17
#NAME?,Transportation,Transport,Water transportation (403),Water transportation (403),Water transportation (403),0.11,b,,,,0.11
#NAME?,Transportation,Transport,Other transportation (407),Other transportation (407),Other transportation (407),-0.151,b,,,,-0.151
#NAME?,Transportation,Transport,Other transportation (407),Other transportation (407),Other transportation (407),0.11,b,,,,0.11
#NAME?,Transportation,Transport,Other transportation (407),Other transportation (407),Other transportation (407),0.073,b,,,,0.073
#NAME?,Transportation,Transport,Other transportation (407),Other transportation (407),Other transportation (407),0.086,b,,,,0.086
#NAME?,Transportation,Transport,Other transportation (407),Other transportation (407),Other transportation (407),0.102,b,,,,0.102
#NAME?,Transportation,Transport,Federal Intergovernmental  Air Transportation (B01),Federal Intergovernmental  Air Transportation (B01),Federal Intergovernmental  Air Transportation (B01),0,g,-2.9,0,0,-2.9
#NAME?,Transportation,Transport,Federal Intergovernmental  Highways (B46),Federal Intergovernmental  Highways (B46),Federal Intergovernmental  Highways (B46),0,g,-46.4,0,0,-46.4
#NAME?,Transportation,Transport,Current Operations  Air Transportation (E01),Current Operations  Air Transportation (E01),Current Operations  Air Transportation (E01),0,g,0,1.1,10.7,11.8
#NAME?,Transportation,Transport,Current Operations  Regular Highways (E44),Current Operations  Regular Highways (E44),Current Operations  Regular Highways (E44),0,g,0,28.7,40.7,69.4
#NAME?,Transportation,Transport,Current Operations  Toll Highways (E45),Current Operations  Toll Highways (E45),Current Operations  Toll Highways (E45),0,g,0,3.5,1.2,4.7
--Current Operations - Private Transit Subsidies (Disc. 2005) (E47),Transportation,Transport,Current Operations  Private Transit Subsidies (Disc. 2005) (E47),Current Operations  Private Transit Subsidies (Disc. 2005) (E47),Current Operations  Private Transit Subsidies (Disc. 2005) (E47),0,,0,0,0,0
#NAME?,Transportation,Transport,Current Operations  Sea and Inland Port Facilities (E87),Current Operations  Sea and Inland Port Facilities (E87),Current Operations  Sea and Inland Port Facilities (E87),0,g,0,1.2,2.6,3.8
#NAME?,Transportation,Transport,Construction  Air Transportation (F01),Construction  Air Transportation (F01),Construction  Air Transportation (F01),0,g,0,0.8,12.1,12.9
#NAME?,Transportation,Transport,Construction  Regular Highways (F44),Construction  Regular Highways (F44),Construction  Regular Highways (F44),0,g,0,55.7,19.8,75.5
#NAME?,Transportation,Transport,Construction  Toll Highways (F45),Construction  Toll Highways (F45),Construction  Toll Highways (F45),0,g,0,3.3,0.9,4.2
#NAME?,Transportation,Transport,Construction  Private Transit Subsidies (F47),Construction  Private Transit Subsidies (F47),Construction  Private Transit Subsidies (F47),0,,0,0,0,0
#NAME?,Transportation,Transport,Construction  Sea and Inland Port Facilities (F87),Construction  Sea and Inland Port Facilities (F87),Construction  Sea and Inland Port Facilities (F87),0,g,0,0.4,1.7,2.1
#NAME?,Transportation,Transport,Other Capital Outlay  Air Transportation (G01),Other Capital Outlay  Air Transportation (G01),Other Capital Outlay  Air Transportation (G01),0,g,0,0.1,0.9,0.9
#NAME?,Transportation,Transport,Other Capital Outlay  Regular Highways (G44),Other Capital Outlay  Regular Highways (G44),Other Capital Outlay  Regular Highways (G44),0,g,0,4.4,3.7,8.1
#NAME?,Transportation,Transport,Other Capital Outlay  Toll Highways (G45),Other Capital Outlay  Toll Highways (G45),Other Capital Outlay  Toll Highways (G45),0,g,0,0.1,0.5,0.6
#NAME?,Transportation,Transport,Other Capital Outlay  Private Transit Subsidies (G47),Other Capital Outlay  Private Transit Subsidies (G47),Other Capital Outlay  Private Transit Subsidies (G47),0,,0,0,0,0
#NAME?,Transportation,Transport,Other Capital Outlay  Sea and Inland Port Facilities (G87),Other Capital Outlay  Sea and Inland Port Facilities (G87),Other Capital Outlay  Sea and Inland Port Facilities (G87),0,g,0,0.2,0.3,0.4
#NAME?,Transportation,Transit,Federal Intergovernmental  Transit Utilities (B94),Federal Intergovernmental  Transit Utilities (B94),Federal Intergovernmental  Transit Utilities (B94),0,g,-11.6,0,0,-11.6
#NAME?,Transportation,Transit,Current Operations  Transit Utilities (E94),Current Operations  Transit Utilities (E94),Current Operations  Transit Utilities (E94),0,g,0,6.7,32.3,39
#NAME?,Transportation,Transit,Construction  Transit Utilities (F94),Construction  Transit Utilities (F94),Construction  Transit Utilities (F94),0,g,0,2.2,7.3,9.5
#NAME?,Transportation,Transit,Other Capital Outlay  Transit Utilities (G94),Other Capital Outlay  Transit Utilities (G94),Other Capital Outlay  Transit Utilities (G94),0,g,0,2.5,7.9,10.4
#NAME?,Transportation,Transit,Transit Utilities  Interest on Debt (I94),Transit Utilities  Interest on Debt (I94),Transit Utilities  Interest on Debt (I94),0,g,0,0.9,1.4,2.3
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Legislative functions (801),Legislative functions (801),0.103,b,,,,0.103
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Legislative functions (801),Legislative functions (801),1.258,b,,,,1.258
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Legislative functions (801),Legislative functions (801),0.085,b,,,,0.085
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Legislative functions (801),Legislative functions (801),0.303,b,,,,0.303
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Legislative functions (801),Legislative functions (801),0.109,b,,,,0.109
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Legislative functions (801),Legislative functions (801),0.057,b,,,,0.057
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Legislative functions (801),Legislative functions (801),0.08,b,,,,0.08
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Legislative functions (801),Legislative functions (801),0.08,b,,,,0.08
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Legislative functions (801),Legislative functions (801),0.13,b,,,,0.13
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Legislative functions (801),Legislative functions (801),0.109,b,,,,0.109
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Legislative functions (801),Legislative functions (801),0.081,b,,,,0.081
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Legislative functions (801),Legislative functions (801),0.524,b,,,,0.524
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Legislative functions (801),Legislative functions (801),0.182,b,,,,0.182
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Legislative functions (801),Legislative functions (801),0.13,b,,,,0.13
#NAME?,General Government,"Executive and legislative organs, financ",Legislative functions (801),Legislative functions (801),Legislative functions (801),0.138,b,,,,0.138
---Senators' Official Personnel and Office Expense Account,General Government,"Executive and legislative organs, financ",Legislative functions (801),Legislative functions (801),Legislative functions (801),0.426,b,,,,0.426
#NAME?,General Government,"Executive and legislative organs, financ",Executive direction and management (802),Executive direction and management (802),Executive direction and management (802),0.122,b,,,,0.122
#NAME?,General Government,"Executive and legislative organs, financ",Executive direction and management (802),Executive direction and management (802),Executive direction and management (802),0.092,b,,,,0.092
#NAME?,General Government,"Executive and legislative organs, financ",Executive direction and management (802),Executive direction and management (802),Executive direction and management (802),0.057,b,,,,0.057
#NAME?,General Government,"Executive and legislative organs, financ",Executive direction and management (802),Executive direction and management (802),Executive direction and management (802),0.053,b,,,,0.053
#NAME?,General Government,"Executive and legislative organs, financ",Executive direction and management (802),Executive direction and management (802),Executive direction and management (802),0.144,b,,,,0.144
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Central fiscal operations (803),Central fiscal operations (803),-0.952,b,,,,-0.952
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Central fiscal operations (803),Central fiscal operations (803),-0.159,b,,,,-0.159
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Central fiscal operations (803),Central fiscal operations (803),-0.079,b,,,,-0.079
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Central fiscal operations (803),Central fiscal operations (803),-0.125,b,,,,-0.125
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Central fiscal operations (803),Central fiscal operations (803),-0.092,b,,,,-0.092
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Central fiscal operations (803),Central fiscal operations (803),-0.58,b,,,,-0.58
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Central fiscal operations (803),Central fiscal operations (803),0.61,b,,,,0.61
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Central fiscal operations (803),Central fiscal operations (803),0.331,b,,,,0.331
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Central fiscal operations (803),Central fiscal operations (803),0.349,b,,,,0.349
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Central fiscal operations (803),Central fiscal operations (803),0.075,b,,,,0.075
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Central fiscal operations (803),Central fiscal operations (803),0.11,b,,,,0.11
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Central fiscal operations (803),Central fiscal operations (803),0.097,b,,,,0.097
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Central fiscal operations (803),Central fiscal operations (803),0.125,b,,,,0.125
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Central fiscal operations (803),Central fiscal operations (803),2.225,b,,,,2.225
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Central fiscal operations (803),Central fiscal operations (803),5.036,b,,,,5.036
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Central fiscal operations (803),Central fiscal operations (803),4.365,b,,,,4.365
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Central fiscal operations (803),Central fiscal operations (803),0.352,b,,,,0.352
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Central fiscal operations (803),Central fiscal operations (803),0.31,b,,,,0.31
#NAME?,General Government,"Executive and legislative organs, financ",Central fiscal operations (803),Central fiscal operations (803),Central fiscal operations (803),0.154,b,,,,0.154
#NAME?,General Government,"Executive and legislative organs, financ",General property and records management (804),General property and records management (804),General property and records management (804),0.059,b,,,,0.059
